X,O,pred,diff
vindicate,O,O,0
her,O,O,0
sanity,O,O,0
&,O,O,0
reports,O,O,0
of,O,O,0
thugs,O,O,0
',O,O,0
24,O,O,0
hr,O,O,0
stalking,O,O,0
&,O,O,0
eavesdroppin,O,O,0
IJN,O,O,0
Like,O,O,0
8,O,O,0
hours,O,O,0
ago,O,O,0
URL1579,O,O,0
Why,O,O,0
are,O,O,0
you,O,O,0
turning,O,O,0
on,O,O,0
me,O,O,0
???,O,O,0
RT,O,O,0
@USER1402,O,O,0
:,O,O,0
This,O,O,0
is,O,O,0
a,O,O,0
real,O,O,0
fight,O,O,0
URL609,O,O,0
RT,O,O,0
@USER2510,O,O,0
:,O,O,0
Chelsea,ORG,ORG,0
owner,O,O,0
Roman,PER,PER,0
Abramovich,PER,PER,0
having,O,O,0
second,O,O,0
thoughts,O,O,0
about,O,O,0
Jose,PER,PER,0
...,O,O,0
URL723,O,O,0
#Pep_Guardiola,O,O,0
#Jose_Mourinho,O,O,0
Wife,O,O,0
Catches,O,O,0
Her,O,O,0
Husband,O,O,0
With,O,O,0
Mistress,O,O,0
And,O,O,0
Beats,O,O,0
The,O,O,0
Hell,O,O,0
Out,O,O,0
Of,O,O,0
Her,O,O,0
(,O,O,0
Photos,O,O,0
),O,O,0
URL627,O,O,0
Time,O,O,0
to,O,O,0
Make,O,O,0
your,O,O,0
#MomentsThatCount,O,O,0
at,O,O,0
#NissanPavilion,O,O,0
by,O,O,0
having,O,O,0
a,O,O,0
glimpse,O,O,0
of,O,O,0
ICC,ORG,ORG,0
T20,MISC,O,1
trophy,O,O,0
watch,O,O,0
here,O,O,0
>>>,O,O,0
URL1604,O,O,0
WWW,O,O,0
#MTVHottest,O,O,0
Little,O,O,0
Mix,O,O,0
Our,O,O,0
brand,O,O,0
new,O,O,0
Moon,MISC,O,1
Babe,MISC,O,1
with,O,O,0
hair,O,O,0
buns,O,O,0
in,O,O,0
the,O,O,0
beauteous,O,O,0
home,O,O,0
of,O,O,0
@USER1630,O,O,0
|,O,O,0
Available,O,O,0
…,O,O,0
URL1186,O,O,0
👉,O,O,0
URL501,O,O,0
👈,O,O,0
Real,O,O,0
women,O,O,0
to,O,O,0
sex,O,O,0
with,O,O,0
✅,O,O,0
Fully,O,O,0
free,O,O,0
now,O,O,0
🔞,O,O,0
#anikka,O,O,0
#angelina,O,O,0
#analporn,O,O,0
#animation,O,O,0
I,O,O,0
got,O,O,0
a,O,O,0
traveler,O,O,0
insta,ORG,O,1
it,O,O,0
's,O,O,0
fr,O,O,0
just,O,O,0
pictures,O,O,0
I,O,O,0
've,O,O,0
shot,O,O,0
while,O,O,0
traveling,O,O,0
n,O,O,0
exploring,O,O,0
do,O,O,0
n't,O,O,0
have,O,O,0
to,O,O,0
follow,O,O,0
me,O,O,0
but,O,O,0
just,O,O,0
take,O,O,0
a,O,O,0
peek,O,O,0
ig,ORG,O,1
:,O,O,0
stevoohhh,O,O,0
Tory,PER,PER,0
Lanez,PER,PER,0
-,O,O,0
Say,MISC,O,1
It,MISC,O,1
URL479,O,O,0
#hiphop,O,O,0
#music,O,O,0
#Verified,O,O,0
#rt,O,O,0
RT,O,O,0
@USER597,O,O,0
:,O,O,0
Résumé,O,O,0
:,O,O,0
Makes,O,O,0
$,O,O,0
35,O,O,0
k,O,O,0
a,O,O,0
year,O,O,0
but,O,O,0
will,O,O,0
break,O,O,0
your,O,O,0
kindergartner,O,O,0
's,O,O,0
ankles,O,O,0
URL573,O,O,0
themselves,O,O,0
as,O,O,0
russian,MISC,O,1
URL782,O,O,0
@USER402,O,O,0
makeup,ORG,O,1
revolution,ORG,O,1
basically,O,O,0
dupes,O,O,0
high,O,O,0
end,O,O,0
makeup,O,O,0
it,O,O,0
's,O,O,0
where,O,O,0
I,O,O,0
get,O,O,0
all,O,O,0
my,O,O,0
stuff,O,O,0
lmao,O,O,0
RT,O,O,0
@USER2206,O,O,0
:,O,O,0
when,O,O,0
the,O,O,0
people,O,O,0
you,O,O,0
thought,O,O,0
are,O,O,0
quiet,O,O,0
pero,O,O,0
dili,O,O,0
diay,O,O,0
orayt,O,O,0
URL760,O,O,0
RT,O,O,0
@USER1589,O,O,0
:,O,O,0
Me,MISC,MISC,0
Myself,MISC,MISC,0
and,MISC,O,1
I,MISC,O,1
by,O,O,0
G,PER,PER,0
Eazy,PER,PER,0
|,O,O,0
Cover,O,O,0
by,O,O,0
Alex,PER,PER,0
Aiono,PER,PER,0
:,O,O,0
URL361,O,O,0
via,O,O,0
@USER1490,O,O,0
@USER500,O,O,0
haha,O,O,0
that,O,O,0
's,O,O,0
so,O,O,0
cool,O,O,0
!!,O,O,0
I,O,O,0
plan,O,O,0
on,O,O,0
getting,O,O,0
a,O,O,0
cap,O,O,0
shield,O,O,0
eventually,O,O,0
when,O,O,0
I,O,O,0
have,O,O,0
money,O,O,0
to,O,O,0
blow,O,O,0
.,O,O,0
Tweet,O,O,0
a,O,O,0
pic,O,O,0
of,O,O,0
the,O,O,0
suit,O,O,0
!!,O,O,0
BJ,PER,ORG,1
the,PER,O,1
Chicago,PER,ORG,1
Kid,PER,ORG,1
Talks,O,O,0
Kendrick,PER,PER,0
Lamar,PER,PER,0
&,O,O,0
Repping,O,O,0
the,O,O,0
',O,O,0
New,O,O,0
R&B,O,O,0
',O,O,0
on,O,O,0
Motown,LOC,ORG,1
Debut,O,O,0
Album,O,O,0
:,O,O,0
Moving,O,O,0
to,O,O,0
Los,LOC,LOC,0
Angeles,LOC,LOC,0
a,O,O,0
...,O,O,0
URL772,O,O,0
@USER2150,O,O,0
@USER2103,O,O,0
I,O,O,0
need,O,O,0
to,O,O,0
check,O,O,0
this,O,O,0
out,O,O,0
!,O,O,0
Thanks,O,O,0
#saskedchat,O,O,0
RT,O,O,0
@USER2231,O,O,0
:,O,O,0
We,O,O,0
are,O,O,0
live,O,O,0
now,O,O,0
!!!!,O,O,0
URL1389,O,O,0
URL1033,O,O,0
RT,O,O,0
@USER2409,O,O,0
:,O,O,0
#KanhaiyaKumar,O,O,0
bail,O,O,0
plea,O,O,0
#adjourned,O,O,0
to,O,O,0
Feb.,O,O,0
29,O,O,0
URL814,O,O,0
URL443,O,O,0
RT,O,O,0
@USER1443,O,O,0
:,O,O,0
"""",O,O,0
Can,O,O,0
i,O,O,0
have,O,O,0
a,O,O,0
bite,O,O,0
"""",O,O,0
Me,O,O,0
:,O,O,0
URL1243,O,O,0
RT,O,O,0
@USER128,O,O,0
:,O,O,0
Look,O,O,0
at,O,O,0
that,O,O,0
face,O,O,0
.,O,O,0
The,O,O,0
joys,O,O,0
of,O,O,0
being,O,O,0
a,O,O,0
parent,O,O,0
URL730,O,O,0
RT,O,O,0
@USER2590,O,O,0
:,O,O,0
in,O,O,0
the,O,O,0
mood,O,O,0
for,O,O,0
a,O,O,0
long,O,O,0
drive,O,O,0
with,O,O,0
no,O,O,0
destination,O,O,0
RT,O,O,0
@USER161,O,O,0
:,O,O,0
throwback,O,O,0
to,O,O,0
this,O,O,0
amazing,O,O,0
performance,O,O,0
URL1108,O,O,0
RT,O,O,0
@USER1713,O,O,0
:,O,O,0
I,O,O,0
find,O,O,0
this,O,O,0
hilarious,O,O,0
in,O,O,0
its,O,O,0
appalling-ness,O,O,0
for,O,O,0
a,O,O,0
number,O,O,0
of,O,O,0
reasons,O,O,0
.,O,O,0
URL1358,O,O,0
RT,O,O,0
@USER1527,O,O,0
:,O,O,0
Very,O,O,0
hot,O,O,0
!,O,O,0
URL423,O,O,0
RT,O,O,0
@USER959,O,O,0
:,O,O,0
#NewportNews,O,O,0
#Virginia,O,O,0
boy,O,O,0
leaves,O,O,0
Gatorade,ORG,MISC,1
",",O,O,0
water,O,O,0
for,O,O,0
#LetterCarrier,O,O,0
URL938,O,O,0
via,O,O,0
@USER6,O,O,0
URL224,O,O,0
…,O,O,0
The,O,O,0
old,O,O,0
niggas,O,O,0
on,O,O,0
Dr,PER,PER,0
Dre,PER,PER,0
album,O,O,0
Lowkey,O,O,0
be,O,O,0
taking,O,O,0
hella,O,O,0
shots,O,O,0
at,O,O,0
the,O,O,0
new,O,O,0
niggas,O,O,0
lol,O,O,0
RT,O,O,0
@USER1874,O,O,0
:,O,O,0
hi,O,O,0
a,O,O,0
lil,O,O,0
reminder,O,O,0
that,O,O,0
u,O,O,0
guys,O,O,0
will,O,O,0
meet,O,O,0
dan,PER,PER,0
&,O,O,0
phil,PER,PER,0
:~),O,O,0
URL1169,O,O,0
Egyptian,MISC,MISC,0
writer,O,O,0
Ahmed,PER,PER,0
Naji,PER,PER,0
’s,O,O,0
crime,O,O,0
is,O,O,0
n't,O,O,0
what,O,O,0
he,O,O,0
wrote,O,O,0
–,O,O,0
it,O,O,0
is,O,O,0
that,O,O,0
he,O,O,0
is,O,O,0
alive,O,O,0
URL607,O,O,0
RT,O,O,0
@USER919,O,O,0
:,O,O,0
Great,O,O,0
setting,O,O,0
for,O,O,0
@USER1033,O,O,0
Falmouth,MISC,O,1
GP,MISC,O,1
of,MISC,O,1
the,MISC,O,1
Sea,MISC,O,1
2017,MISC,O,1
URL461,O,O,0
RT,O,O,0
@USER1916,O,O,0
:,O,O,0
hate,O,O,0
getting,O,O,0
flashbacks,O,O,0
from,O,O,0
things,O,O,0
you,O,O,0
do,O,O,0
n't,O,O,0
want,O,O,0
to,O,O,0
remember,O,O,0
.,O,O,0
it,O,O,0
feels,O,O,0
like,O,O,0
your,O,O,0
heart,O,O,0
suddenly,O,O,0
drops,O,O,0
and,O,O,0
anxiety,O,O,0
starts,O,O,0
…,O,O,0
RT,O,O,0
@USER1256,O,O,0
:,O,O,0
"""",O,O,0
We,O,O,0
need,O,O,0
some,O,O,0
payday,O,O,0
lending,O,O,0
reforms,O,O,0
.,O,O,0
"""",O,O,0
-,O,O,0
Alabama,ORG,ORG,0
Banking,ORG,ORG,0
Department,ORG,ORG,0
Superintendent,O,O,0
John,PER,PER,0
Harrison,PER,PER,0
URL1181,O,O,0
…,O,O,0
RT,O,O,0
@USER2347,O,O,0
:,O,O,0
For,O,O,0
the,O,O,0
highest,O,O,0
ticket,O,O,0
prices,O,O,0
in,O,O,0
world,O,O,0
football,O,O,0
",",O,O,0
we,O,O,0
're,O,O,0
',O,O,0
entitled,O,O,0
',O,O,0
to,O,O,0
expect,O,O,0
more,O,O,0
than,O,O,0
zero,O,O,0
PL,ORG,O,1
/,O,O,0
CL,ORG,ORG,0
titles,O,O,0
in,O,O,0
12,O,O,0
yrs,O,O,0
.,O,O,0
URL219,O,O,0
…,O,O,0
Now,O,O,0
playing,O,O,0
on,O,O,0
OSN,ORG,ORG,0
Radio,ORG,O,1
(,O,O,0
@USER2325,O,O,0
),O,O,0
Another,MISC,O,1
Day,MISC,O,1
(,MISC,O,1
Perfecto,MISC,O,1
Mix,MISC,O,1
),MISC,O,1
by,O,O,0
Skip,ORG,PER,1
Raiders,ORG,PER,1
#OSN,O,O,0
#NowPlaying,O,O,0
(,O,O,0
URL1112,O,O,0
),O,O,0
@USER2322,O,O,0
what,O,O,0
Of,O,O,0
course,O,O,0
",",O,O,0
as,O,O,0
everyone,O,O,0
knows,O,O,0
Powers,PER,PER,0
resigned,O,O,0
from,O,O,0
the,O,O,0
campaign,O,O,0
and,O,O,0
retracted,O,O,0
these,O,O,0
comments,O,O,0
.,O,O,0
But,O,O,0
now,O,O,0
she,O,O,0
's,O,O,0
US,MISC,LOC,1
Ambassador,MISC,O,1
to,O,O,0
the,O,O,0
UN,ORG,LOC,1
.,O,O,0
ugh,O,O,0
I,O,O,0
'm,O,O,0
so,O,O,0
picky,O,O,0
when,O,O,0
it,O,O,0
comes,O,O,0
to,O,O,0
dress,O,O,0
shopping,O,O,0
:(,O,O,0
the,O,O,0
video,O,O,0
had,O,O,0
an,O,O,0
effect,O,O,0
on,O,O,0
me,O,O,0
Oh,O,O,0
",",O,O,0
and,O,O,0
regex,O,O,0
by,O,O,0
@USER1783,O,O,0
.,O,O,0
Do,O,O,0
check,O,O,0
out,O,O,0
the,O,O,0
slides,O,O,0
.,O,O,0
#NICAR16,O,O,0
can,O,O,0
hou,O,O,0
shut,O,O,0
up,O,O,0
beacause,O,O,0
yiur,O,O,0
beeath,O,O,0
stinka,O,O,0
URL1440,O,O,0
I,O,O,0
just,O,O,0
do,O,O,0
n't,O,O,0
understand,O,O,0
how,O,O,0
someone,O,O,0
can,O,O,0
change,O,O,0
their,O,O,0
mind,O,O,0
so,O,O,0
fast,O,O,0
.,O,O,0
You,O,O,0
're,O,O,0
so,O,O,0
disgusting,O,O,0
Genocide,O,O,0
in,O,O,0
#Yemen,O,LOC,1
yet,O,O,0
world,O,O,0
silence,O,O,0
.,O,O,0
Very,O,O,0
strange,O,O,0
:,O,O,0
for,O,O,0
US,LOC,LOC,0
&,O,O,0
#Europe,O,O,0
",",O,O,0
Yemen,LOC,LOC,0
does,O,O,0
n't,O,O,0
exist,O,O,0
!,O,O,0
Can,O,O,0
You,O,O,0
explain,O,O,0
?,O,O,0
#ForgottenWarInYemen,O,O,0
Jason,PER,PER,0
Jordan,PER,PER,0
just,O,O,0
threw,O,O,0
a,O,O,0
dude,O,O,0
If,O,O,0
you,O,O,0
cheat,O,O,0
on,O,O,0
someone,O,O,0
that,O,O,0
is,O,O,0
willing,O,O,0
to,O,O,0
do,O,O,0
anything,O,O,0
for,O,O,0
you,O,O,0
",",O,O,0
you,O,O,0
actually,O,O,0
cheated,O,O,0
yourself,O,O,0
out,O,O,0
of,O,O,0
true,O,O,0
loyalty,O,O,0
.,O,O,0
RT,O,O,0
@USER1289,O,O,0
:,O,O,0
FRIENDLY,O,O,0
REMINDER,O,O,0
THAT,O,O,0
STILES,PER,PER,0
STILINSKI,PER,PER,0
AND,O,O,0
ALLISON,PER,PER,0
ARGENT,PER,PER,0
DESERVED,O,O,0
MORE,O,O,0
SCENES,O,O,0
TOGETHER,O,O,0
URL905,O,O,0
....,O,O,0
and,O,O,0
guess,O,O,0
who,O,O,0
are,O,O,0
paying,O,O,0
the,O,O,0
shortfall,O,O,0
!,O,O,0
URL875,O,O,0
RT,O,O,0
@USER849,O,O,0
:,O,O,0
TWITTER,ORG,ORG,0
TEAM,O,O,0
DOING,O,O,0
PABEBE,MISC,O,1
WAVE,MISC,O,1
with,O,O,0
@USER2199,O,O,0
STANDEE,O,O,0
#VoteMaineFPP,O,O,0
#KCA,O,O,0
URL651,O,O,0
She,O,O,0
wrote,O,O,0
on,O,O,0
a,O,O,0
note,O,O,0
attached,O,O,0
"""",O,O,0
I,O,O,0
do,O,O,0
nt,O,O,0
put,O,O,0
my,O,O,0
credit,O,O,0
card,O,O,0
info,O,O,0
on,O,O,0
the,O,O,0
internet,O,O,0
"""",O,O,0
😭😂😭😂,O,O,0
I,O,O,0
love,O,O,0
her,O,O,0
old,O,O,0
ass,O,O,0
man,O,O,0
.,O,O,0
RT,O,O,0
@USER804,O,O,0
:,O,O,0
not,O,O,0
moving,O,O,0
no,O,O,0
nigga,O,O,0
in,O,O,0
my,O,O,0
house,O,O,0
",",O,O,0
if,O,O,0
ima,O,O,0
do,O,O,0
bad,O,O,0
",",O,O,0
ima,O,O,0
do,O,O,0
bad,O,O,0
by,O,O,0
my,O,O,0
damn,O,O,0
self,O,O,0
!!!,O,O,0
👏🏾,O,O,0
RT,O,O,0
@USER1550,O,O,0
:,O,O,0
“,O,O,0
Current,O,O,0
mood,O,O,0
and,O,O,0
most,O,O,0
of,O,O,0
the,O,O,0
days,O,O,0
mood,O,O,0
.,O,O,0
“,O,O,0
URL695,O,O,0
RT,O,O,0
@USER548,O,O,0
:,O,O,0
As,O,O,0
far,O,O,0
as,O,O,0
I,O,O,0
'm,O,O,0
aware,O,O,0
",",O,O,0
the,O,O,0
doors,O,O,0
are,O,O,0
open,O,O,0
.,O,O,0
And,O,O,0
we,O,O,0
're,O,O,0
On,O,O,0
The,O,O,0
Road,O,O,0
Again,O,O,0
.,O,O,0
@USER1359,O,O,0
what,O,O,0
about,O,O,0
a,O,O,0
drink,O,O,0
of,O,O,0
liquid,O,O,0
nitrogen,O,O,0
?,O,O,0
RT,O,O,0
@USER573,O,O,0
:,O,O,0
Angela,PER,PER,0
Eagle,PER,PER,0
:,O,O,0
I,O,O,0
went,O,O,0
to,O,O,0
Uni,MISC,LOC,1
thanks,O,O,0
to,O,O,0
a,O,O,0
Labour,ORG,ORG,0
Govt,ORG,ORG,0
Govt,O,ORG,1
when,O,O,0
Angela,PER,PER,0
Eagle,PER,PER,0
went,O,O,0
to,O,O,0
Uni,MISC,LOC,1
:,O,O,0
Thatcher,PER,PER,0
(,O,O,0
Graduated,O,O,0
in,O,O,0
1983,O,O,0
",",O,O,0
St,O,O,0
…,O,O,0
Sames,O,O,0
URL1428,O,O,0
RT,O,O,0
@USER399,O,O,0
:,O,O,0
..,O,O,0
rabbits,O,O,0
in,O,O,0
there,O,O,0
.,O,O,0
Told,O,O,0
me,O,O,0
they,O,O,0
were,O,O,0
mine,O,O,0
to,O,O,0
love,O,O,0
and,O,O,0
care,O,O,0
for,O,O,0
.,O,O,0
Even,O,O,0
hired,O,O,0
this,O,O,0
guy,O,O,0
to,O,O,0
help,O,O,0
me,O,O,0
feed,O,O,0
em,O,O,0
and,O,O,0
clean,O,O,0
the,O,O,0
pen,O,O,0
.,O,O,0
Be,O,O,0
…,O,O,0
@USER2275,O,O,0
Careful,O,O,0
with,O,O,0
that,O,O,0
porcelain,O,O,0
skin,O,O,0
.,O,O,0
sweetie,O,O,0
!,O,O,0
RT,O,O,0
@USER474,O,O,0
:,O,O,0
Character,O,O,0
progression,O,O,0
through,O,O,0
all,O,O,0
10,O,O,0
seasons,O,O,0
of,O,O,0
Friends,MISC,O,1
...,O,O,0
URL378,O,O,0
RT,O,O,0
@USER905,O,O,0
:,O,O,0
rt,O,O,0
if,O,O,0
you,O,O,0
grew,O,O,0
up,O,O,0
on,O,O,0
these,O,O,0
streets,O,O,0
URL1061,O,O,0
RT,O,O,0
@USER213,O,O,0
:,O,O,0
Funding,O,O,0
legal,O,O,0
services,O,O,0
focus,O,O,0
of,O,O,0
AG,O,ORG,1
’s,O,O,0
pre-election,O,O,0
debate,O,O,0
URL513,O,O,0
via,O,O,0
@USER2151,O,O,0
RT,O,O,0
@USER1172,O,O,0
:,O,O,0
I,O,O,0
agree,O,O,0
with,O,O,0
and,O,O,0
support,O,O,0
President,PER,PER,0
Putin,PER,PER,0
!,O,O,0
He,O,O,0
's,O,O,0
right,O,O,0
.,O,O,0
URL1329,O,O,0
RT,O,O,0
@USER689,O,O,0
:,O,O,0
This,O,O,0
is,O,O,0
perhaps,O,O,0
the,O,O,0
most,O,O,0
succinct,O,O,0
and,O,O,0
accurate,O,O,0
sentence,O,O,0
regarding,O,O,0
Trumps,PER,MISC,1
',O,O,0
popularity,O,O,0
I,O,O,0
have,O,O,0
ever,O,O,0
read,O,O,0
.,O,O,0
URL1157,O,O,0
…,O,O,0
See,O,O,0
you,O,O,0
again,O,O,0
#TSOUAwkward,O,O,0
RT,O,O,0
@USER480,O,O,0
:,O,O,0
I,O,O,0
got,O,O,0
a,O,O,0
new,O,O,0
one,O,O,0
for,O,O,0
you,O,O,0
guys,O,O,0
URL719,O,O,0
#VOZEMPIRE,O,O,0
:,O,O,0
Ready,O,O,0
to,O,O,0
Divorce,O,O,0
?,O,O,0
David,PER,PER,0
Beckham,PER,PER,0
Resigned,O,O,0
From,O,O,0
Victoria,PER,PER,0
’s,O,O,0
Fashion,O,O,0
Company,O,O,0
URL360,O,O,0
If,O,O,0
you,O,O,0
can,O,O,0
meditate,O,O,0
",",O,O,0
then,O,O,0
you,O,O,0
can,O,O,0
achieve,O,O,0
your,O,O,0
smallest,O,O,0
desires,O,O,0
in,O,O,0
life,O,O,0
as,O,O,0
meditation,O,O,0
helps,O,O,0
you,O,O,0
shed,O,O,0
light,O,O,0
on,O,O,0
every,O,O,0
little,O,O,0
information,O,O,0
!,O,O,0
RT,O,O,0
@USER286,O,O,0
:,O,O,0
Early,O,O,0
Bird,O,O,0
tickets,O,O,0
are,O,O,0
now,O,O,0
Sold,O,O,0
Out,O,O,0
!!,O,O,0
Get,O,O,0
your,O,O,0
#CountryFlo,O,O,0
passes,O,O,0
while,O,O,0
supplies,O,O,0
last,O,O,0
:,O,O,0
URL453,O,O,0
URL220,O,O,0
…,O,O,0
He,O,O,0
said,O,O,0
the,O,O,0
shit,O,O,0
stank,O,O,0
RT,O,O,0
@USER877,O,O,0
:,O,O,0
and,O,O,0
yes,O,O,0
there,O,O,0
are,O,O,0
biblical,O,O,0
references,O,O,0
to,O,O,0
the,O,O,0
',O,O,0
insignificance,O,O,0
',O,O,0
of,O,O,0
women,O,O,0
.,O,O,0
BUT,O,O,0
there,O,O,0
's,O,O,0
just,O,O,0
as,O,O,0
many,O,O,0
to,O,O,0
our,O,O,0
significance,O,O,0
a,O,O,0
…,O,O,0
RT,O,O,0
@USER650,O,O,0
:,O,O,0
ALL,O,O,0
THESE,O,O,0
VIP,O,O,0
PEEPS,O,O,0
IN,O,O,0
MY,O,O,0
MENTIONS,O,O,0
IT,O,O,0
S,O,O,0
LIT,O,O,0
😍,O,O,0
RT,O,O,0
@USER1312,O,O,0
:,O,O,0
we,O,O,0
startin,O,O,0
to,O,O,0
bark,O,O,0
viciously,O,O,0
RT,O,O,0
@USER515,O,O,0
:,O,O,0
"""",O,O,0
It,O,O,0
does,O,O,0
n't,O,O,0
matter,O,O,0
how,O,O,0
much,O,O,0
you,O,O,0
have,O,O,0
.,O,O,0
It,O,O,0
all,O,O,0
means,O,O,0
nothing,O,O,0
if,O,O,0
you,O,O,0
are,O,O,0
not,O,O,0
happy,O,O,0
with,O,O,0
yourself,O,O,0
.,O,O,0
"""",O,O,0
Donald,PER,PER,0
Duck,PER,PER,0
#quotes,O,O,0
htt,O,O,0
…,O,O,0
pursuing,O,O,0
the,O,O,0
opposite,O,O,0
:,O,O,0
complain,O,O,0
against,O,O,0
EU,ORG,ORG,0
red,O,O,0
tape,O,O,0
-->,O,O,0
Seek,O,O,0
EXCEPTIONAL,O,O,0
treatment,O,O,0
-->,O,O,0
Get,O,O,0
ever,O,O,0
more,O,O,0
red,O,O,0
tape,O,O,0
@USER2384,O,O,0
URL417,O,O,0
.,O,O,0
@USER217,O,O,0
explains,O,O,0
why,O,O,0
Lincoln,ORG,PER,1
's,O,O,0
way,O,O,0
is,O,O,0
the,O,O,0
future,O,O,0
of,O,O,0
luxury,O,O,0
motoring,O,O,0
:,O,O,0
URL1102,O,O,0
URL299,O,O,0
RT,O,O,0
@USER19,O,O,0
:,O,O,0
They,O,O,0
're,O,O,0
getting,O,O,0
1,O,O,0
k,O,O,0
RTs,O,O,0
per,O,O,0
minute,O,O,0
...,O,O,0
Start,O,O,0
spamming,O,O,0
if,O,O,0
you,O,O,0
do,O,O,0
n't,O,O,0
want,O,O,0
their,O,O,0
lead,O,O,0
to,O,O,0
increase,O,O,0
.,O,O,0
#Harmonizers,O,O,0
#iHeartAwards,O,O,0
…,O,O,0
Jewellery,O,O,0
belonging,O,O,0
to,O,O,0
the,O,O,0
Duchess,PER,LOC,1
of,PER,LOC,1
Windsor,PER,LOC,1
was,O,O,0
auctioned,O,O,0
today,O,O,0
in,O,O,0
1987,O,O,0
in,O,O,0
Geneva,LOC,LOC,0
",",O,O,0
raising,O,O,0
£,O,O,0
31,O,O,0
M,O,O,0
for,O,O,0
medical,O,O,0
research,O,O,0
.,O,O,0
Middle,MISC,O,1
-,MISC,O,1
Eastern,MISC,O,1
relationships,O,O,0
will,O,O,0
go,O,O,0
through,O,O,0
the,O,O,0
roof,O,O,0
URL994,O,O,0
RT,O,O,0
@USER2192,O,O,0
:,O,O,0
11,O,O,0
Selfies,O,O,0
that,O,O,0
will,O,O,0
make,O,O,0
you,O,O,0
uncomfortable,O,O,0
.,O,O,0
URL1273,O,O,0
URL1530,O,O,0
#porn,O,O,0
More,O,O,0
free,O,O,0
@,O,O,0
URL1029,O,O,0
No,O,O,0
Tricks,O,O,0
!,O,O,0
#gayporn,O,O,0
#gaygif,O,O,0
#chaturbate,O,O,0
#gayvideo,O,O,0
URL1477,O,O,0
I,O,O,0
liked,O,O,0
a,O,O,0
@USER1490,O,O,0
video,O,O,0
URL986,O,O,0
LIQUID,O,O,0
LIPSTICKS,O,O,0
YOU,O,O,0
NEED,O,O,0
!!!,O,O,0
Disastorus,O,ORG,1
first,O,O,0
innigs,O,O,0
SL,ORG,ORG,0
performed,O,O,0
very,O,O,0
well,O,O,0
2nd,O,O,0
innings,O,O,0
lead,O,O,0
by,O,O,0
33,O,O,0
runs,O,O,0
3,O,O,0
wickets,O,O,0
left,O,O,0
for,O,O,0
SL,ORG,ORG,0
#ENGvSL,O,O,0
@USER2482,O,O,0
exactly,O,O,0
",",O,O,0
just,O,O,0
go,O,O,0
ahead,O,O,0
!!!,O,O,0
#NowPlaying,O,O,0
Meathook,MISC,O,1
Seed,MISC,O,1
URL910,O,O,0
RT,O,O,0
@USER132,O,O,0
:,O,O,0
JDR,PER,PER,0
did,O,O,0
n't,O,O,0
really,O,O,0
address,O,O,0
Mario,PER,PER,0
Edwards,PER,PER,0
being,O,O,0
cleared,O,O,0
...,O,O,0
he,O,O,0
's,O,O,0
excited,O,O,0
that,O,O,0
Mario,PER,PER,0
is,O,O,0
part,O,O,0
of,O,O,0
team,O,O,0
on,O,O,0
the,O,O,0
field,O,O,0
.,O,O,0
RT,O,O,0
@USER2186,O,O,0
:,O,O,0
chill,O,O,0
date,O,O,0
ideas,O,O,0
URL419,O,O,0
"""",O,O,0
Sorry,O,O,0
I,O,O,0
ca,O,O,0
n't,O,O,0
work,O,O,0
on,O,O,0
July,O,O,0
9th,O,O,0
because,O,O,0
everyone,O,O,0
is,O,O,0
leaving,O,O,0
Hamilton,MISC,PER,1
&,O,O,0
I,O,O,0
'm,O,O,0
emotionally,O,O,0
invested,O,O,0
in,O,O,0
their,O,O,0
existence,O,O,0
.,O,O,0
"""",O,O,0
Listen,O,O,0
to,O,O,0
4,O,O,0
-,O,O,0
Ayo,MISC,MISC,0
Remix,MISC,MISC,0
Rough,MISC,MISC,0
by,O,O,0
Yung,PER,PER,0
4,PER,PER,0
(,O,O,0
fooeee,O,O,0
),O,O,0
#np,O,O,0
on,O,O,0
#SoundCloud,O,O,0
URL568,O,O,0
RT,O,O,0
@USER0,O,O,0
:,O,O,0
YOU,O,O,0
ARE,O,O,0
A,O,O,0
WITCH,O,O,0
!,O,O,0
Mariah,PER,PER,0
Carey,PER,PER,0
's,O,O,0
Brother,O,O,0
Calls,O,O,0
Her,O,O,0
Out,O,O,0
For,O,O,0
Not,O,O,0
Helping,O,O,0
With,O,O,0
Dying,O,O,0
Sister,O,O,0
's,O,O,0
URL1410,O,O,0
URL217,O,O,0
…,O,O,0
RT,O,O,0
@USER2035,O,O,0
:,O,O,0
JaDine,MISC,O,1
Day,MISC,O,1
.,O,O,0
DNP,MISC,ORG,1
's,O,O,0
First,O,O,0
Day,O,O,0
Gross,O,O,0
.,O,O,0
This,O,O,0
Time,O,O,0
's,O,O,0
First,O,O,0
Day,O,O,0
Gross,O,O,0
15,O,O,0
.,O,O,0
15M,O,O,0
.,O,O,0
15M,O,O,0
.,O,O,0
All,O,O,0
with,O,O,0
15,O,O,0
💜,O,O,0
Ang,PER,O,1
saya,PER,O,1
ulitin,O,O,0
.,O,O,0
😹,O,O,0
#ThisTi,O,O,0
…,O,O,0
RT,O,O,0
@USER1377,O,O,0
:,O,O,0
Can,O,O,0
we,O,O,0
give,O,O,0
respectability,O,O,0
to,O,O,0
those,O,O,0
who,O,O,0
want,O,O,0
to,O,O,0
break,O,O,0
India,LOC,LOC,0
?,O,O,0
Arun,PER,PER,0
